id,name,thc,cbd,ratings_score,ratings_count,num_likes,min_price,max_price,slug,product_link
2045,LIT 29/1 MKU Master Kush,29.0,1.0,0.0,0,1.0,,,lit-29-1-mku-master-kush,https://flowzz.com/product/lit-29-1-mku-master-kush
2044,THC AKUT TM 24 RB Rainbow Belts ,22.0,1.0,0.0,0,10.0,5.69,6.9,thc-akut-tm-24-1-rb-rainbow-belts,https://flowzz.com/product/thc-akut-tm-24-1-rb-rainbow-belts
2043,TRUU GT 28:01 Cookies OG,25.9,0.1,0.0,0,10.0,6.0,7.49,truu-gt-28-01-cookies-og,https://flowzz.com/product/truu-gt-28-01-cookies-og
2042,Greyscales FJ 26/1 Flapjacks,26.0,1.0,0.0,0,5.0,7.8,7.8,cantourage-26-1-greyscales-fj-flapjacks,https://flowzz.com/product/cantourage-26-1-greyscales-fj-flapjacks
2041,Demecan Craft Cali 31:01 Hawaiian Rain X Permanent Marker,31.0,1.0,0.0,0,20.0,9.29,11.49,demecan-craft-cali-31-01-hawaiian_rain-x-permanent-marker,https://flowzz.com/product/demecan-craft-cali-31-01-hawaiian_rain-x-permanent-marker
2037,IMC THC20 GGA Purple Grape,20.0,1.0,0.0,0,0.0,4.49,6.5,imc-20-1-gga-purple-grape,https://flowzz.com/product/imc-20-1-gga-purple-grape
2040,Cannabis 1A 20/1 White Widow,20.0,0.9,0.0,0,0.0,,,cannabis-1-a-20-1-white-widow,https://flowzz.com/product/cannabis-1-a-20-1-white-widow
2039,madrecan 27/1 SKY Minis Skywalker,27.0,0.1,0.0,0,0.0,,,madrecan-27-1-sky-minis-skywalker,https://flowzz.com/product/madrecan-27-1-sky-minis-skywalker
2038,Bubba OG,23.0,1.0,0.0,0,11.0,7.7,7.7,bubba-og,https://flowzz.com/product/bubba-og
2036,bava med 23/1 LAV-FU Lava Fuel,23.0,1.0,0.0,0,4.0,5.45,6.07,bava-med-23-1-lav-fu-lava-fuel,https://flowzz.com/product/bava-med-23-1-lav-fu-lava-fuel
2035,bava med 23/1 MIM-CO Mimosa Cookies,23.0,1.0,0.0,0,11.0,4.68,5.99,bava-med-23-1-mim-co-mimosa-cookies,https://flowzz.com/product/bava-med-23-1-mim-co-mimosa-cookies
2034,bava med 29/1 MON-BU Monkey Butter,29.0,1.0,0.0,0,15.0,5.79,6.49,bava-med-29-1-mon-bu-monkey-butter,https://flowzz.com/product/bava-med-29-1-mon-bu-monkey-butter
2033,bava med 26/1 PLA-OG Platinum OG,26.0,1.0,0.0,0,4.0,5.95,6.19,bava-med-26-1-pla-og-platinum-og,https://flowzz.com/product/bava-med-26-1-pla-og-platinum-og
2032,Tannenbusch 31/1 TF Tubitti Frubitti,31.0,1.0,3.67,6,47.0,9.95,10.8,tannenbusch-31-1-tf-tubitti-frubitti,https://flowzz.com/product/tannenbusch-31-1-tf-tubitti-frubitti
2031,bava med 27/1 BLA-GA Black Gas,27.0,1.0,5.0,1,24.0,4.58,5.99,bava-med-27-1-bla-ga-black-gas,https://flowzz.com/product/bava-med-27-1-bla-ga-black-gas
2030,28/1 IUVO OC Rainbow Chip,28.0,1.0,0.0,0,2.0,,,28-1-iuvo-oc-rainbow-chip,https://flowzz.com/product/28-1-iuvo-oc-rainbow-chip
2029,24/1 IUVO OC Orange Z,24.31,1.0,0.0,0,1.0,,,24-1-iuvo-oc-orange-z,https://flowzz.com/product/24-1-iuvo-oc-orange-z
2028,24/1 IUVO OC Neutronium,23.33,1.0,0.0,0,1.0,,,24-1-iuvo-oc-neutronium,https://flowzz.com/product/24-1-iuvo-oc-neutronium
2027,Weeco BR 22/1 Black Russian,22.0,1.0,0.0,0,3.0,8.93,9.98,weeco-BR-22-1-black-russian,https://flowzz.com/product/weeco-BR-22-1-black-russian
2026,24/1 IUVO OC Fiestaz,25.06,1.0,0.0,0,1.0,,,24-1-iuvo-oc-fiestaz,https://flowzz.com/product/24-1-iuvo-oc-fiestaz
2025,Weeco 23/1 KL Prince Louis Cali Sunset,23.0,1.0,0.0,0,4.0,5.0,9.98,weeco-23-1-pl-prince-louis,https://flowzz.com/product/weeco-23-1-pl-prince-louis
2024,20/1 IUVO OC Temptation,20.0,1.0,0.0,0,8.0,8.98,8.98,20-1-iuvo-oc-temptation,https://flowzz.com/product/20-1-iuvo-oc-temptation
2023,Greatsoul LL1 18/1 Legendary Larry,18.0,1.0,0.0,0,3.0,5.95,5.95,greatsoul-ll1-18-1-legendary-larry,https://flowzz.com/product/greatsoul-ll1-18-1-legendary-larry
2022,420 Evolution 25/1 CA UNC Unicorn Cake,24.5,1.0,0.0,0,8.0,7.69,9.39,420-evolution-25-1-ca-unc-unicorn-cake,https://flowzz.com/product/420-evolution-25-1-ca-unc-unicorn-cake
2021,IMC Cannabisblüten BK THC18 Zkittlez,18.0,1.0,0.0,0,0.0,,,imc-bk-thc18-zkittlez,https://flowzz.com/product/imc-bk-thc18-zkittlez
2020,MGF CANN BKR 30/1 Delicata Cookies,30.0,1.0,0.0,0,0.0,8.45,8.45,mgf-cann-bkr-30-delicata-cookies,https://flowzz.com/product/mgf-cann-bkr-30-delicata-cookies
2019,Nimbus easy 20/1 Jet Fuel Apricot ,20.0,1.0,0.0,0,10.0,5.95,9.98,nimbus-easy-20-1-jet-fuel-apricot,https://flowzz.com/product/nimbus-easy-20-1-jet-fuel-apricot
2018,MGF CANN JGN 26/1 - Motor Crasher,26.0,1.0,0.0,0,1.0,7.45,7.45,mgf-cann-jgn-26-1-motor-crasher,https://flowzz.com/product/mgf-cann-jgn-26-1-motor-crasher
2017,Nimbus easy 26/1 Appalachian Trail,26.0,1.0,0.0,0,8.0,6.55,9.98,nimbus-easy-26-1-appalachian-trail,https://flowzz.com/product/nimbus-easy-26-1-appalachian-trail
2016,MGF CANN SNL 27/1 Honey Suckle,27.0,1.0,0.0,0,12.0,8.69,8.69,mgf-cann-snl-27-1-honey-suckle,https://flowzz.com/product/mgf-cann-snl-27-1-honey-suckle
2015,MGF CANN SNL 30/1 Honey Suckle,30.0,1.0,0.0,0,3.0,7.99,8.45,mgf-cann-snl-30-1-honey-suckle,https://flowzz.com/product/mgf-cann-snl-30-1-honey-suckle
2014,IMC Cannabisblüten WK1 THC22 MIDS Wedding Candy,22.0,1.0,0.0,0,11.0,4.38,9.98,imc-cannabisblueten-wk1-thc-22-mids-wedding-candy,https://flowzz.com/product/imc-cannabisblueten-wk1-thc-22-mids-wedding-candy
2013,MGF CANN MRC 22/1 Pineapple Poison,22.0,1.0,0.0,0,7.0,6.99,7.95,mgf-cann-mrc-22-1-pineapple-poison,https://flowzz.com/product/mgf-cann-mrc-22-1-pineapple-poison
2012,IMC Cannabisblüten GRZ THC25 MIDS Jungle Pop,25.0,1.0,0.0,0,0.0,,,imc-cannabisblueten-grz-thc-25-mids-jungle-pop,https://flowzz.com/product/imc-cannabisblueten-grz-thc-25-mids-jungle-pop
2011,IMC Cannabisblüten GRZ THC22 MIDS Jungle Pop,22.0,1.0,0.0,0,8.0,4.48,9.98,imc-cannabisblueten-grz-thc-22-mids-jungle-pop,https://flowzz.com/product/imc-cannabisblueten-grz-thc-22-mids-jungle-pop
2010,MGF Pop Up No.8 9/7 A&B X Harley Tus,9.0,7.0,0.0,0,0.0,,,mgf-pop-up-no-8-9-7-a-und-b-x-harley-tus,https://flowzz.com/product/mgf-pop-up-no-8-9-7-a-und-b-x-harley-tus
2009,Luana 28/1 Pine Solpina Magic,28.0,0.1,0.0,0,7.0,6.45,6.45,luana-28-1-pine-solpina-magic,https://flowzz.com/product/luana-28-1-pine-solpina-magic
2008,Luana Electric 28/1 Bashengo,28.0,1.0,0.0,0,1.0,,,luana-electric-28-1-bashengo,https://flowzz.com/product/luana-electric-28-1-bashengo
2007,Sibanax SHB 26/1 Shishkaberry,26.0,0.1,0.0,0,1.0,7.99,7.99,sibanax-shb-26-1-shishkaberry,https://flowzz.com/product/sibanax-shb-26-1-shishkaberry
2006,ZOIKS 26/1 BB Ben & Berries,27.0,1.0,0.0,0,24.0,5.91,7.36,zoiks-26-1-bb-ben-berries,https://flowzz.com/product/zoiks-26-1-bb-ben-berries
2005,ZOIKS 31/1 TG - Tangrini,31.0,1.0,0.0,0,2.0,,,zoiks-31-1-tg-tangrini,https://flowzz.com/product/zoiks-31-1-tg-tangrini
2004,ZOIKS 26/1 TG - Tangrini,26.0,1.0,0.0,0,4.0,,,zoiks-26-1-tg-tangrini,https://flowzz.com/product/zoiks-26-1-tg-tangrini
2003,ZOIKS 22/1 TG - Tangrini,24.0,1.0,1.0,1,37.0,4.89,9.98,zoiks-22-1-tg-tangrini,https://flowzz.com/product/zoiks-22-1-tg-tangrini
2002,ZOIKS 26/1 SR Space Rider,26.0,1.0,0.0,0,40.0,4.89,9.98,zoiks-26-1-sr-space-rider,https://flowzz.com/product/zoiks-26-1-sr-space-rider
2001,Demecan RF Lean Drop 22/1 Gastro Pop,22.0,1.0,0.0,0,0.0,,,demecan-rf-lean-drop-22-1-gastro-pop,https://flowzz.com/product/demecan-rf-lean-drop-22-1-gastro-pop
2000,Demecan SC Light Drop 19:01 Mimosa,19.0,0.1,0.0,0,7.0,6.25,6.25,demecan-sc-light-drop-19-01-mimosa,https://flowzz.com/product/demecan-sc-light-drop-19-01-mimosa
1999,Origine Nature MED 25/1 Medellin,25.0,0.2,0.0,0,0.0,,,origine-nature-med-25-1-medellin,https://flowzz.com/product/origine-nature-med-25-1-medellin
1998,Khiron WED 20/1 Wedding Cake,20.0,1.0,0.0,0,0.0,,,khiron-wed-20-1-wedding-cake,https://flowzz.com/product/khiron-wed-20-1-wedding-cake
1997,J.R. Strain GT 30/1 Garlic Truffle,30.0,0.1,0.0,0,3.0,8.79,8.79,jr-strain-gt-30-1-garlic-truffle,https://flowzz.com/product/jr-strain-gt-30-1-garlic-truffle
1996,Cannamedical Sativa Ultra ES Banjo,28.0,0.1,0.0,0,1.0,,,cannamedical-sativa-ultra-es-banjo,https://flowzz.com/product/cannamedical-sativa-ultra-es-banjo
1995,Cannamedical Sativa Forte ES Banjo,25.0,0.1,0.0,0,1.0,,,cannamedical-sativa-forte-es-banjo,https://flowzz.com/product/cannamedical-sativa-forte-es-banjo
1994,Buuo 24/1 DC Smalls Rainbow Lava,24.0,0.9,0.0,0,0.0,,,buuo-24-1-dc-smalls-rainbow-lava,https://flowzz.com/product/buuo-24-1-dc-smalls-rainbow-lava
1993,Botanics Velvet Twister 22/1 Candy Cartel,22.0,0.1,0.0,0,0.0,,,botanics-velvet-twister-22-1-candy-cartel,https://flowzz.com/product/botanics-velvet-twister-22-1-candy-cartel
1992,bava med 24/1 SUN DI Sunset Diesel,24.0,0.1,0.0,0,38.0,4.89,5.99,bavamed-24-1-sunset-diesel,https://flowzz.com/product/bavamed-24-1-sunset-diesel
1991,Cannamedical Indica Forte AU LKC LA Kush Cake,24.0,1.0,0.0,0,4.0,7.19,7.19,cannamedical-indica-forte-au-lkc-la-kush-cake,https://flowzz.com/product/cannamedical-indica-forte-au-lkc-la-kush-cake
1988,Good Supply Cannabisblüten THC28 SAC Space Age Cake,28.0,1.0,0.0,0,15.0,7.1,7.87,good-supply-cannabisblueten-thc28-sac-space-age-cake,https://flowzz.com/product/good-supply-cannabisblueten-thc28-sac-space-age-cake
1990,Cannamedical indica Ultra AU LKC LA Kush Cake,28.0,1.0,0.0,0,11.0,7.98,9.0,cannamedical-indica-ultra-au-lkc-la-kush-cake,https://flowzz.com/product/cannamedical-indica-ultra-au-lkc-la-kush-cake
1989,Cannamedical Sativa Forte NM Amsterdam Amnesia,24.0,0.1,5.0,1,19.0,9.69,10.5,cannamedical-sativa-forte-nm-amsterdam-amnesia,https://flowzz.com/product/cannamedical-sativa-forte-nm-amsterdam-amnesia
1987,Good Supply Cannabisblüten THC18 SWK Skywalker Kush,18.0,1.0,0.0,0,2.0,4.65,9.98,good-supply-cannabisblueten-thc18-swk-skywalker-kush,https://flowzz.com/product/good-supply-cannabisblueten-thc18-swk-skywalker-kush
1986,Good Supply Cannabisblüten THC25 MRG Meringue 64,25.0,1.0,0.0,0,4.0,6.2,9.98,good-supply-cannabisblueten-thc25-mrg-meringue-64,https://flowzz.com/product/good-supply-cannabisblueten-thc25-mrg-meringue-64
1985,Good Supply Cannabisblüten THC22 SNL Snow Leopard,19.9,1.0,0.0,0,4.0,5.49,9.98,good-supply-cannabisblueten-thc-22-snl-snow-leopard,https://flowzz.com/product/good-supply-cannabisblueten-thc-22-snl-snow-leopard
1984,All Nations MD 21/1 Mac Daddy,21.0,1.0,0.0,0,7.0,6.98,7.99,all-nations-md-21-1-mac-daddy,https://flowzz.com/product/all-nations-md-21-1-mac-daddy
1983,J.R. Strain 22/1 Sudz,22.0,0.1,0.0,0,8.0,8.48,9.98,j-r-s-jr-strain-22-1-sudz,https://flowzz.com/product/j-r-s-jr-strain-22-1-sudz
1982,Mera A&P 27/1 Apes & Space,29.0,1.0,4.0,2,23.0,6.99,6.99,mera-ap-27-1-apes-and-space,https://flowzz.com/product/mera-ap-27-1-apes-and-space
1981,TRUU GT 26:01 Skull Cap,26.0,1.0,0.0,0,11.0,5.75,7.5,truu-gt-26-01-skull-cap,https://flowzz.com/product/truu-gt-26-01-skull-cap
1980,Sibanax SHB 28/1 Shishkaberry,28.0,0.1,5.0,1,21.0,6.35,8.49,sibanax-shb-28-1-shishkaberry,https://flowzz.com/product/sibanax-shb-28-1-shishkaberry
1979,aleph Ruby 24/1 Kosher Tangie,24.0,1.0,0.0,0,1.0,,,aleph-ruby-24-1-kosher-tangie,https://flowzz.com/product/aleph-ruby-24-1-kosher-tangie
1978,aleph Ruby 21/1 Kosher Tangie,21.0,1.0,0.0,0,1.0,,,aleph-ruby-21-1-kosher-tangie,https://flowzz.com/product/aleph-ruby-21-1-kosher-tangie
1977,420 Evolution 20/1 CA LCG Lemon Cherry Gelato ,20.0,1.0,0.0,0,32.0,6.95,11.45,420-evolution-20-1-ca-lcg-lemon-cherry-gelato,https://flowzz.com/product/420-evolution-20-1-ca-lcg-lemon-cherry-gelato
1976,Remexian 24/1 MHI MAD Magic Dream,23.0,1.0,0.0,0,11.0,5.25,9.98,remexian-24-1-mhi-mad-magic-dream,https://flowzz.com/product/remexian-24-1-mhi-mad-magic-dream
1975,Remexian 24/1 GCC SWB Strawberry Banana,24.0,1.0,4.0,1,20.0,4.98,7.95,remexian-24-1-gcc-swb-strawberry-banana,https://flowzz.com/product/remexian-24-1-gcc-swb-strawberry-banana
1974,IMC THC25 Token OGC OG Cheese,25.0,0.1,0.0,0,57.0,4.7,7.5,imc-thc-25-ogc-og-cheese,https://flowzz.com/product/imc-thc-25-ogc-og-cheese
1973,Remexian 22/1 BPD Big Purple Dragon,22.0,0.1,0.0,0,3.0,5.99,5.99,remexian-22-1-bdp-big-purple-dragon,https://flowzz.com/product/remexian-22-1-bdp-big-purple-dragon
1972,Remexian 30/1 HMA LOG Minis Lemon OG,30.0,0.1,0.0,0,2.0,,,remexian-30-1-hma-log-minis-lemon-og,https://flowzz.com/product/remexian-30-1-hma-log-minis-lemon-og
1971,LOT 420 ATA PT Atomic Apple,24.0,0.1,0.0,0,2.0,,,lot-420-ata-pt-atomic-apple,https://flowzz.com/product/lot-420-ata-pt-atomic-apple
1970,Khiron SLH 26/1 Super Lemon Haze,26.0,0.1,0.0,0,27.0,7.2,7.2,khiron-slh-26-1-super-lemon-haze,https://flowzz.com/product/khiron-slh-26-1-super-lemon-haze
1969,Demecan MC Strong Drop 27/1 Exotic Marker,27.0,1.0,4.0,2,29.0,7.49,10.85,demecan-mc-strong-drop-27-1-exotic-marker,https://flowzz.com/product/demecan-mc-strong-drop-27-1-exotic-marker
1968,Demecan CB Regular Drop 25/1 Slurricane x Platinum Kush Breath,25.0,1.0,0.0,0,22.0,7.6,7.75,demecan-cb-regular-drop-25-1-slurricane-x-platinum-kush-breath,https://flowzz.com/product/demecan-cb-regular-drop-25-1-slurricane-x-platinum-kush-breath
1967,Demecan CV Regular Drop 25/1 Moby Dick,25.0,1.0,5.0,1,27.0,6.29,8.15,demecan-cv-regular-drop-25-1-moby-dick,https://flowzz.com/product/demecan-cv-regular-drop-25-1-moby-dick
1966,avaay Khalifa 24/1 KK Khalifa Kush,24.0,1.0,4.0,1,17.0,9.45,12.95,avaay-khalifa-24-1-kk-khalifa-kush,https://flowzz.com/product/avaay-khalifa-24-1-kk-khalifa-kush
1965,Tilray THC22 Spotlight Porto King Sherb,23.0,1.0,3.0,1,12.0,6.8,9.98,tilray-thc22-spotlight-porto-king-sherb,https://flowzz.com/product/tilray-thc22-spotlight-porto-king-sherb
1964,Demecan BB Regular Drop 25/1 Prodigy,25.0,1.0,0.0,0,23.0,6.31,7.99,demecan-cc-regular-drop-25-1-prodigy,https://flowzz.com/product/demecan-cc-regular-drop-25-1-prodigy
1963,Demecan JM7 25/1 Jelly Mints,25.0,1.0,0.0,0,6.0,6.3,7.95,demecan-jm7-25-1-jelly-mints,https://flowzz.com/product/demecan-jm7-25-1-jelly-mints
1962,Tilray Craft THC22 BCR Beach Crasher,22.0,0.1,0.0,0,4.0,7.89,9.98,tilray-craft-thc22-bcr-beach-crasher,https://flowzz.com/product/tilray-craft-thc22-bcr-beach-crasher
1961,Tilray Craft Cannabisblüten THC28 CTB Cactus Breath,29.4,0.1,0.0,0,18.0,7.65,10.89,tilray-craft-thc28-ctb-cactus-breath,https://flowzz.com/product/tilray-craft-thc28-ctb-cactus-breath
1960,Huala 22/1 CA GRF Grape Face,22.0,0.1,4.0,1,60.0,4.89,9.98,huala-22-1-ca-grf-grape-face,https://flowzz.com/product/huala-22-1-ca-grf-grape-face
1959,GROW 29/1 GE Gelato Sherbet,29.0,1.0,0.0,0,11.0,6.9,9.98,grow-29-1-gelato-sherbet-ge,https://flowzz.com/product/grow-29-1-gelato-sherbet-ge
1957,Demecan Craft Vert 25/1 Blueberry Cookies,25.0,1.0,0.0,0,18.0,8.45,10.4,demecan-craft-vert-25-1-blueberry-cookies,https://flowzz.com/product/demecan-craft-vert-25-1-blueberry-cookies
1958,Huala 20/1 UK CIN Cinderella Kush,20.0,1.0,0.0,0,0.0,,,huala-20-1-uk-cin-cinderella-kush,https://flowzz.com/product/huala-20-1-uk-cin-cinderella-kush
1956,madrecan 24/1 GB9 Garlic Budder,23.0,0.1,0.0,0,16.0,5.5,5.5,madrecan-24-1-gb9-garlic-budder,https://flowzz.com/product/madrecan-24-1-gb9-garlic-budder
1955,ZOIKS 22/1 Ben & Berries,22.0,1.0,0.0,0,3.0,7.99,7.99,zoiks-22-1-ben-berries,https://flowzz.com/product/zoiks-22-1-ben-berries
1954,ZOIKS 22/1 Space Rider,22.0,1.0,0.0,0,2.0,5.49,9.98,zoiks-22-1-space-rider,https://flowzz.com/product/zoiks-22-1-space-rider
1953,IMC Cannabisblüten THC25 T18 Notorious Gush,25.0,1.0,0.0,0,28.0,5.98,6.29,imc-cannabisblueten-thc-25-t18-notorious-gush,https://flowzz.com/product/imc-cannabisblueten-thc-25-t18-notorious-gush
1952,IMC Cannabisblüten THC22 T18 Notorious Gush,25.0,1.0,0.0,0,0.0,,,imc-cannabisblueten-thc-22-t18-notorious-gush,https://flowzz.com/product/imc-cannabisblueten-thc-22-t18-notorious-gush
1951,Remexian 33/1 BCL GRY Grape Yogurt,33.0,1.0,5.0,3,151.0,7.49,7.49,remexian-33-1-bcl-gry-grape-yogurt,https://flowzz.com/product/remexian-33-1-bcl-gry-grape-yogurt
1950,aleph rose 21/1 Tropicana Cookies,21.0,0.1,0.0,0,1.0,,,aleph-rose-21-1-tropicana-haze,https://flowzz.com/product/aleph-rose-21-1-tropicana-haze
1949,Cannamedical Sativa ultra ES Nova,31.0,1.0,0.0,0,23.0,9.99,10.99,cannamedical-sativa-ultra-es-nova,https://flowzz.com/product/cannamedical-sativa-ultra-es-nova
1948,bava med 24/1 BLU-SK Blue Skittlz,24.0,1.0,0.0,0,45.0,4.87,6.99,bavamed-24-1-blu-sk-blue-skittlz,https://flowzz.com/product/bavamed-24-1-blu-sk-blue-skittlz
1947,CherryCo 23/01 GOG-K Gelato OG,23.0,1.0,5.0,2,2.0,,,cherryco-23-01-gog-k-gelato-og,https://flowzz.com/product/cherryco-23-01-gog-k-gelato-og
1946,bava med 21/1 MAN CO Mandarin Cookies,21.0,1.0,0.0,0,0.0,,,bava-med-21-1-man-co-mandarin-cookies,https://flowzz.com/product/bava-med-21-1-man-co-mandarin-cookies
1945,Remexian 28/1 BPD Big Purple Dragon,28.0,1.0,0.0,0,2.0,,,remexian-28-1-bdp-big-purple-dragon,https://flowzz.com/product/remexian-28-1-bdp-big-purple-dragon
1944,Barongo 24/1 Banjo Tangelo Boost,24.0,1.0,0.0,0,1.0,,,barongo-24-1-banjo-tangelo-boost,https://flowzz.com/product/barongo-24-1-banjo-tangelo-boost
1943,Wellford Aquaponic 32/1 LBO Legendary Bozy,32.0,1.0,3.86,7,32.0,9.98,16.42,wellford-aquaponic-32-1-gth-legendary-bozy,https://flowzz.com/product/wellford-aquaponic-32-1-gth-legendary-bozy
1942,TRUU GT 27/1 Kush Cookies,27.0,1.0,0.0,0,3.0,,,truu-gt-27-01-kush-cookies,https://flowzz.com/product/truu-gt-27-01-kush-cookies
1941,Wellford Aquaponic 29/1 LBO Legendary Bozy,29.0,1.0,0.0,0,0.0,,,wellford-aquaponic-29-1-gth-legendary-bozy,https://flowzz.com/product/wellford-aquaponic-29-1-gth-legendary-bozy
1940,Wellford Aquaponic 26/1 LBO Legendary Bozy,26.0,1.0,0.0,0,1.0,,,wellford-aquaponic-26-1-gth-legendary-bozy,https://flowzz.com/product/wellford-aquaponic-26-1-gth-legendary-bozy
1939,Wellford Aquaponic 23/1 LBO Legendary Bozy,23.0,1.0,0.0,0,1.0,,,wellford-aquaponic-23-1-gth-legendary-bozy,https://flowzz.com/product/wellford-aquaponic-23-1-gth-legendary-bozy
1938,Wellford Aquaponic 29/1 GTH Ghost Train Haze,29.0,1.0,0.0,0,4.0,,,wellford-aquaponic-29-1-gth-ghost-train-haze,https://flowzz.com/product/wellford-aquaponic-29-1-gth-ghost-train-haze
1937,Wellford Aquaponic 26/1 GTH Ghost Train Haze,26.0,1.0,5.0,1,16.0,7.97,8.9,wellford-aquaponic-26-1-gth-ghost-train-haze,https://flowzz.com/product/wellford-aquaponic-26-1-gth-ghost-train-haze
1936,Wellford Aquaponic 23/1 GTH Ghost Train Haze,23.0,1.0,5.0,6,61.0,6.78,9.52,wellford-aquaponic-23-1-gth-ghost-train-haze,https://flowzz.com/product/wellford-aquaponic-23-1-gth-ghost-train-haze
1935,MediCann 19/1 MC Oro 21,19.0,1.0,3.4,10,35.0,4.47,5.75,medicann-19-1-mc-oro-21,https://flowzz.com/product/medicann-19-1-mc-oro-21
1934,Wellford Peak CA T95 33/1 Tres Dawg x I-95,33.0,1.0,0.0,0,2.0,,,wellford-peak-ca-t95-33-1-tres-dawg-x-i-95,https://flowzz.com/product/wellford-peak-ca-t95-33-1-tres-dawg-x-i-95
1933,Wellford Peak CA T95 30/1 Tres Dawg x I-95,30.0,1.0,4.33,6,31.0,7.87,11.66,wellford-peak-ca-t95-30-1-tres-dawg-x-i-95,https://flowzz.com/product/wellford-peak-ca-t95-30-1-tres-dawg-x-i-95
1932,Wellford Peak CA T95 28/1 Tres Dawg x I-95,28.0,1.0,0.0,0,0.0,,,wellford-peak-ca-t95-28-1-tres-dawg-x-i-95,https://flowzz.com/product/wellford-peak-ca-t95-28-1-tres-dawg-x-i-95
1931,Wellford Peak CA T95 26/1 Tres Dawg x I-95,26.0,1.0,0.0,0,0.0,,,wellford-peak-ca-t95-26-1-tres-dawg-x-i-95,https://flowzz.com/product/wellford-peak-ca-t95-26-1-tres-dawg-x-i-95
1930,Wellford Peak CA PKM 33/1 Pink Kush Mints,33.0,1.0,0.0,0,6.0,8.99,8.99,Wellford-peak-ca-pkm-33-1-pink-kush-mints,https://flowzz.com/product/Wellford-peak-ca-pkm-33-1-pink-kush-mints
1929,Wellford Peak CA PKM 30/1 Pink Kush Mints,30.0,1.0,0.0,0,1.0,,,Wellford-peak-ca-pkm-30-1-pink-kush-mints,https://flowzz.com/product/Wellford-peak-ca-pkm-30-1-pink-kush-mints
1928,Wellford Peak CA PKM 26/1 Pink Kush Mints,26.0,1.0,0.0,0,0.0,,,Wellford-peak-ca-pkm-26-1-pink-kush-mints,https://flowzz.com/product/Wellford-peak-ca-pkm-26-1-pink-kush-mints
1927,Wellford Peak CA PKM 28/1 Pink Kush Mints,28.0,1.0,5.0,4,63.0,7.74,11.31,Wellford-peak-ca-pkm-28-1-pink-kush-mints,https://flowzz.com/product/Wellford-peak-ca-pkm-28-1-pink-kush-mints
1926,aleph Fire 32/1 Amnesia Skittlez,32.0,1.0,1.4,5,29.0,,,aleph-fire-32-1-amnesia-skittlez,https://flowzz.com/product/aleph-fire-32-1-amnesia-skittlez
1923,enua 22/1 TTA CA Titanimal,22.0,1.0,0.0,0,1.0,7.97,7.97,enua-22-1-tta-ca-titanimal,https://flowzz.com/product/enua-22-1-tta-ca-titanimal
1925,Craft Botanics 30/1 Mimosa,30.0,0.1,0.0,0,34.0,8.49,12.0,craft-botanics-30-1-mimosa,https://flowzz.com/product/craft-botanics-30-1-mimosa
1924,Therismos 33/1 PKM Pink Kush Mints,33.0,0.1,0.0,0,24.0,9.45,10.2,therismos-33-1-pkm-pink-kush-mints,https://flowzz.com/product/therismos-33-1-pkm-pink-kush-mints
1922,Ceres Cap J 25/1 Cap Junky,25.0,1.0,3.5,2,10.0,6.99,9.98,ceres-cap-j-25-1-cap-junky,https://flowzz.com/product/ceres-cap-j-25-1-cap-junky
1921,Wellford Aquaponic 29/1 CRO Crescendo Cookies,29.0,1.0,0.0,0,2.0,,,wellford-aquaponic-29-1-cro-crescendo-cookies,https://flowzz.com/product/wellford-aquaponic-29-1-cro-crescendo-cookies
1920,Wellford Aquaponic 23/1 CRO Crescendo Cookies,23.0,1.0,4.75,4,14.0,7.95,8.95,wellford-aquaponic-23-1-cro-crescendo-cookies,https://flowzz.com/product/wellford-aquaponic-23-1-cro-crescendo-cookies
1919,Cannamedical Sativa ultra ES CDLC Chem de la Chem,31.0,1.0,0.0,0,22.0,9.95,12.0,cannamedical-sativa-ultra-es-chem-da-la-chem,https://flowzz.com/product/cannamedical-sativa-ultra-es-chem-da-la-chem
1918,Craft Botanics 30/1 White Runtz,27.0,0.1,4.5,2,49.0,8.49,10.99,craft-botanics-30-1-white-runtz,https://flowzz.com/product/craft-botanics-30-1-white-runtz
1917,Herbasana Salsa Lover 20:01 Cosmic Soda,20.0,1.0,4.0,1,14.0,5.95,6.55,herbasana-salsa-lover-20-01-cosmic-soda,https://flowzz.com/product/herbasana-salsa-lover-20-01-cosmic-soda
1916,Bathera 35/1 PP Polar Pop,36.4,1.0,5.0,1,40.0,7.9,7.9,bathera-35-1-pp-polar-pop,https://flowzz.com/product/bathera-35-1-pp-polar-pop
1915,Mediprocan African Ruby 30/1 Black Cherry Punch,30.0,1.0,0.0,0,46.0,6.98,8.99,mediprocan-lunaris-30-1-black-cherry-punch,https://flowzz.com/product/mediprocan-lunaris-30-1-black-cherry-punch
1914,Mediprocan Lunaris 19/1 Forbidden Lolly,19.0,1.0,0.0,0,13.0,4.99,5.89,mediprocan-lunaris-19-1-forbidden-lolly,https://flowzz.com/product/mediprocan-lunaris-19-1-forbidden-lolly
1905,TYSON 2.0 28/1 Alexander The Great,28.0,0.1,4.0,2,29.0,7.95,10.49,tyson-28-1-alexander-the-great,https://flowzz.com/product/tyson-28-1-alexander-the-great
