id,name,thc,cbd,ratings_score,ratings_count,num_likes,min_price,max_price,slug,product_link
908,Remexian 27/1 PRT BMK Blue Monkey,27.0,0.1,3.6,10,264.0,,,remexian-27-1-prt-bmk-blue-monkey,https://flowzz.com/product/remexian-27-1-prt-bmk-blue-monkey
907,Cannamedical CM 30/1 DM Diamond Mints,30.0,0.1,4.13,8,148.0,8.98,10.99,cannamedical-cm-30-1-dm-diamond-mints,https://flowzz.com/product/cannamedical-cm-30-1-dm-diamond-mints
906,NICE 24/1 CG Lemon Cherry Gelato,24.0,1.0,3.6,10,188.0,,,nice-24-1--cg-lemon-cherry-gelatto,https://flowzz.com/product/nice-24-1--cg-lemon-cherry-gelatto
905,NICE 20/1 MB Motor Breath,20.0,1.0,3.0,4,64.0,5.49,5.49,nice-20-1-mb-motor-breath,https://flowzz.com/product/nice-20-1-mb-motor-breath
904,NICE 18/1 CC Cookies & Cream,18.0,1.0,4.75,4,302.0,,,nice-18-1-cc-cookies-and-cream,https://flowzz.com/product/nice-18-1-cc-cookies-and-cream
903,NICE 17/1 DD Do-Si-Dos,17.0,1.0,3.67,3,142.0,5.98,5.99,nice-17-1-dd-do-si-dos,https://flowzz.com/product/nice-17-1-dd-do-si-dos
902,NICE 20/1 KC LA Kush Cake,20.0,1.0,4.33,3,49.0,,,nice-20-1-kc-la-kush-cake,https://flowzz.com/product/nice-20-1-kc-la-kush-cake
901,Mediprocan 23/1 Mykonoz Sour Mango,23.0,1.0,3.43,7,134.0,,,mediprocan-23-1-mykonoz-sour-mango,https://flowzz.com/product/mediprocan-23-1-mykonoz-sour-mango
900,Canify Pure 18/1 LS KU. Exodus Cheese,18.5,0.1,3.33,9,110.0,4.79,9.98,canify-pure-18-1-ls-ku-exodus-cheese,https://flowzz.com/product/canify-pure-18-1-ls-ku-exodus-cheese
899,Canify Basic 18/1 LS Durban Sky,18.0,1.0,3.17,6,80.0,5.38,9.98,canify-durban-sky-18-1-durban-sky,https://flowzz.com/product/canify-durban-sky-18-1-durban-sky
898,Ceres No. 2 29/1 Slurricane Mint,29.0,0.9,4.4,5,245.0,6.99,6.99,ceres-no-2-slurricane-mint-29-1,https://flowzz.com/product/ceres-no-2-slurricane-mint-29-1
897,Pure 24/1,24.0,1.0,0.0,0,62.0,8.45,9.99,canify-pure-24-1-ls-bafokeng-choice,https://flowzz.com/product/canify-pure-24-1-ls-bafokeng-choice
896,CNBS Gelo 25/1 Gelonade,25.0,0.1,4.71,20,331.0,,,cnbs-gelo-25-1-gelonade,https://flowzz.com/product/cnbs-gelo-25-1-gelonade
895,KEjF. SPZ 25/1 Spritzer,25.0,0.1,4.67,3,126.0,9.45,11.35,kejf-spz-25-1-spritzer,https://flowzz.com/product/kejf-spz-25-1-spritzer
894,Cannamedical Sativa Forte MA Lemon Slushie,22.0,1.0,4.33,3,134.0,10.9,10.9,cannamedical-sativa-forte-ma-lemon-slushie,https://flowzz.com/product/cannamedical-sativa-forte-ma-lemon-slushie
893,Remexian 30/1 PRT SCK Strawberry Cookies,30.0,1.0,4.2,5,540.0,8.4,8.4,remexian-30-1-sck-strawberry-cookies,https://flowzz.com/product/remexian-30-1-sck-strawberry-cookies
892,CNBS CPJ 31/1 Cap Junky,31.6,1.0,4.15,13,215.0,,,cnbs-cpj-31-1-cap-junky,https://flowzz.com/product/cnbs-cpj-31-1-cap-junky
891,South African Mungo 27/1 Mungo,27.0,1.0,3.75,12,216.0,5.99,11.09,south-african-mungo-27-1-mungo,https://flowzz.com/product/south-african-mungo-27-1-mungo
890,Remexian 24/1 DCT MOO Monaco Octane,24.0,1.0,4.0,3,50.0,5.49,13.5,remexian-24-1-dct-moo-monaco-octane,https://flowzz.com/product/remexian-24-1-dct-moo-monaco-octane
889,Pedanios 14/1 TNG-CA Tangerine Dream,14.0,0.9,0.0,0,65.0,,,pedanios-14-1-tng-dk-tangerine-dream,https://flowzz.com/product/pedanios-14-1-tng-dk-tangerine-dream
888,Cannamedical CM 28/1 CRM Creamy Kee's No.5,28.0,0.1,3.8,5,44.0,8.99,11.9,cannamedical-cm-28-1-crm-creamy-kees-no-5,https://flowzz.com/product/cannamedical-cm-28-1-crm-creamy-kees-no-5
887,Cannamedical Sativa Classic NM Wedding Tree,20.0,0.1,4.73,11,177.0,9.59,10.25,cannamedical-sativa-classic-nm-wedding-tree,https://flowzz.com/product/cannamedical-sativa-classic-nm-wedding-tree
886,avaay 31/1 SCG Super Citra G,31.0,0.1,3.65,20,251.0,10.2,10.2,avaay-31-1-scg-super-citra-g,https://flowzz.com/product/avaay-31-1-scg-super-citra-g
885,avaay 20/1 BBH Blueberry Haze,20.0,0.9,3.33,3,99.0,,,avaay-20-1-blueberry-haze-blueberry-haze,https://flowzz.com/product/avaay-20-1-blueberry-haze-blueberry-haze
884,Cannamedical Indica Forte DK 22/1 Gelat Skyfloater,22.0,1.0,0.0,0,36.0,6.44,11.04,cannamedical-indica-forte-dk-22-1-gelat-skyfloater,https://flowzz.com/product/cannamedical-indica-forte-dk-22-1-gelat-skyfloater
883,Cannamedical Indica Classic 20/1 ZAF Dank Wafers,20.0,0.1,4.13,29,139.0,5.78,14.7,cannamedical-indica-classic-20-1-zaf-dank-wafers,https://flowzz.com/product/cannamedical-indica-classic-20-1-zaf-dank-wafers
882,avaay 24/1 BPM Baby Pam,24.0,1.0,4.47,29,275.0,6.99,11.95,avaay-24-1-bpm-baby-pam,https://flowzz.com/product/avaay-24-1-bpm-baby-pam
881,Demecan MC Regular Drop 25/1 Glitter Pop Bomb,25.0,1.0,5.0,2,56.0,,,demecan-mc-regular-drop-26-1-glitter-pop-bomb,https://flowzz.com/product/demecan-mc-regular-drop-26-1-glitter-pop-bomb
880,Demecan Epic Drop 30/1 Cap Junky,28.8,1.0,4.13,8,66.0,,,demecan-epic-drop-30-1-cap-junky,https://flowzz.com/product/demecan-epic-drop-30-1-cap-junky
879,Remexian 27/1 PRT WEC Minis Wedding Cake,27.0,1.0,0.0,0,137.0,,,remexian-27-1-prt-wec-minis-wedding-cake,https://flowzz.com/product/remexian-27-1-prt-wec-minis-wedding-cake
878,Bathera 25/1 Permanent Marker,25.0,0.1,4.13,16,333.0,7.0,10.71,bathera-25-1-permanent-marker,https://flowzz.com/product/bathera-25-1-permanent-marker
877,Remexian 30/1 PRT TFT Think Fast,30.0,1.0,3.77,22,497.0,8.5,8.75,remexian-30-1-prt-think-fast,https://flowzz.com/product/remexian-30-1-prt-think-fast
870,Tilray THC 25 Spotlight Porto Sirius,23.6,1.0,0.0,0,13.0,,,tilray-thc25-spotlight-porto-sirius-sirius,https://flowzz.com/product/tilray-thc25-spotlight-porto-sirius-sirius
871,enua 20/1 ANF CA Animal Face,20.0,1.0,3.99,8,84.0,9.4,9.4,enua-20-1-anf-ca,https://flowzz.com/product/enua-20-1-anf-ca
876,Remexian 25/1 GFR Godfather OG x Schroll Medical,25.5,0.2,2.93,13,291.0,5.47,10.71,remexian-25-1-gfr-godfather-og-schroll,https://flowzz.com/product/remexian-25-1-gfr-godfather-og-schroll
873,Huala 25/1 CA ALM Alien Mints,25.0,1.0,4.21,103,1591.0,5.49,7.99,huala-25-1-ca-alm,https://flowzz.com/product/huala-25-1-ca-alm
875,Cannamedical CM 30/1 Koko Cookies,27.4,1.0,4.0,14,249.0,8.99,9.99,cm-30-1-koko-cookies,https://flowzz.com/product/cm-30-1-koko-cookies
874,Mother 28 B8 CAN Beta 808,28.0,1.0,4.71,21,493.0,6.99,10.59,mother-28-b8-can-beta-808,https://flowzz.com/product/mother-28-b8-can-beta-808
872,Adrex 20/1 KBN COL Kali Banana,20.0,0.1,3.17,6,126.0,,,adrex-20-kbn-col,https://flowzz.com/product/adrex-20-kbn-col
869,Cookies 22/1 Hawaiian Rain,22.0,1.0,4.17,35,514.0,6.59,9.83,cookies-22-1-hawaiian-rain,https://flowzz.com/product/cookies-22-1-hawaiian-rain
868,Cookies 22/1 MD Medellin,22.0,1.0,3.24,8,90.0,,,cookies-22-1-medellin,https://flowzz.com/product/cookies-22-1-medellin
867,Tilray THC15 Spotlight Porto Black Tuna,15.0,0.0,3.0,2,55.0,5.39,5.39,tilray-thc15-spotlight-porto-black-tuna,https://flowzz.com/product/tilray-thc15-spotlight-porto-black-tuna
866,enua 20/1 ABG CA Sweets,20.0,0.1,4.0,5,151.0,5.78,8.99,enua-20-1-abg-ca-sweets,https://flowzz.com/product/enua-20-1-abg-ca-sweets
865,Remexian 30/1 HMA CDC Chem de la Chem,30.0,1.0,3.58,19,439.0,7.99,14.73,remexian-30-1-hma-cdc-chem-de-la-chem,https://flowzz.com/product/remexian-30-1-hma-cdc-chem-de-la-chem
864,Bathera 30/1 PP Polar Pop,27.1,1.0,3.86,14,237.0,6.8,8.65,bathera-30-1-pp-polar-pop,https://flowzz.com/product/bathera-30-1-pp-polar-pop
863,Bathera 25/1 BZ Blue Z,25.0,1.0,4.15,77,751.0,8.09,9.9,bathera-25-1-bz-zkittlez-x-kush-mints,https://flowzz.com/product/bathera-25-1-bz-zkittlez-x-kush-mints
862,Materia 8BK 30/1 8 Ball Kush,30.0,1.0,4.8,5,145.0,8.3,9.99,materia-8bk-30-1-bubba-x-king-kush,https://flowzz.com/product/materia-8bk-30-1-bubba-x-king-kush
861,Nimbus easy 20/1 Gelato,20.0,1.0,3.33,15,144.0,6.19,7.69,nimbus-easy-20-1-gelato,https://flowzz.com/product/nimbus-easy-20-1-gelato
860,Cannamedical CM 30/1 Ginger Cookies,30.0,1.0,3.0,6,91.0,7.98,10.15,cannamedical-cm-30-1-ginger-cookies,https://flowzz.com/product/cannamedical-cm-30-1-ginger-cookies
859,CannaZen 17/1 Schulz OG,17.3,1.0,4.0,3,44.0,5.79,5.79,cannazen-17-1-schulz-og,https://flowzz.com/product/cannazen-17-1-schulz-og
858,Remexian 27/1 FFG Franco's Fullgas,26.2,0.1,4.33,6,216.0,8.99,8.99,remexian-27-1-ffg-francos-fullgas,https://flowzz.com/product/remexian-27-1-ffg-francos-fullgas
857,420 Sungrown 25/1 CA JEL Jealousy,25.0,0.1,3.44,25,613.0,6.7,6.7,420-sungrown-25-1-ca-jel,https://flowzz.com/product/420-sungrown-25-1-ca-jel
856,Canopy Bakerstreet 22/1 Hindu Kush,22.0,0.5,4.38,46,635.0,5.98,14.76,bakerstreet-22-hindu-kush,https://flowzz.com/product/bakerstreet-22-hindu-kush
855,Bathera 28/1 FA Facetz,29.1,1.0,4.03,48,630.0,6.64,10.94,bathera-28-1-fa-facetz,https://flowzz.com/product/bathera-28-1-fa-facetz
854,420 Evolution 27/1 CA MMI Miracle Mint,27.0,0.1,3.7,10,240.0,5.99,16.18,420-evolution-27-1-mmi-miracle-mint,https://flowzz.com/product/420-evolution-27-1-mmi-miracle-mint
853,IMC EC2 THC22 El Chivo,22.0,1.0,4.0,2,98.0,5.49,9.2,imc-ec2-thc22-el-chivo,https://flowzz.com/product/imc-ec2-thc22-el-chivo
852,IMC RGR THC20 Rose Gold Runtz,20.0,1.0,4.25,8,154.0,,,imc-rgr-thc20-rose-gold-runtz,https://flowzz.com/product/imc-rgr-thc20-rose-gold-runtz
851,IMC 9PPA THC20 Peppermint,20.0,1.0,4.22,14,116.0,,,imc-9ppa-thc20-peppermint,https://flowzz.com/product/imc-9ppa-thc20-peppermint
850,IMC K4 THC27 Coco No 4,27.0,1.0,4.28,7,239.0,,,imc-k4-thc27-coco-no-4,https://flowzz.com/product/imc-k4-thc27-coco-no-4
849,IMC GPI THC26 Grapple Pie,26.0,1.0,3.82,23,380.0,6.49,10.0,imc-gpi-thc26-grapple-pie,https://flowzz.com/product/imc-gpi-thc26-grapple-pie
848,IMC CHD THC22 Cherry DoSiDos,22.0,1.0,3.33,9,98.0,9.98,9.98,imc-chd-thc22-cherry-dosidos,https://flowzz.com/product/imc-chd-thc22-cherry-dosidos
847,MCCN No. 2 Skywalker,22.8,0.1,4.5,2,81.0,6.97,6.97,mccn-no-2-skywalker,https://flowzz.com/product/mccn-no-2-skywalker
846,PureCan B4NANA 25/1  Banana Sherbet,26.18,0.07,4.0,2,56.0,,,purecan-b4nana-25-1-banana-sherbet,https://flowzz.com/product/purecan-b4nana-25-1-banana-sherbet
845,Demecan Craft Cali 29:01 Hawaiian Rain X Permanent Marker,29.0,1.0,4.3,44,482.0,9.3,20.23,demecan-craft-cali-29-01-hawaiian_rain-x-permanent-marker,https://flowzz.com/product/demecan-craft-cali-29-01-hawaiian_rain-x-permanent-marker
844,Grünhorn CP 22/1 Cherry Pie,22.0,0.9,3.5,2,45.0,,,gruenhorn-cp-22-1-cherry-pie,https://flowzz.com/product/gruenhorn-cp-22-1-cherry-pie
843,Nimbus easy 22/1 La Sage,22.0,0.9,3.55,11,153.0,5.19,8.5,nimbus-easy-22-1-la-sage,https://flowzz.com/product/nimbus-easy-22-1-la-sage
842,Vasco PR 21/1 Pave Runtz,22.4,0.02,4.16,19,,6.84,12.95,vasco-pr-pave-runtz,https://flowzz.com/product/vasco-pr-pave-runtz
841,BC Green 17/1 OC Orange Crasher,17.0,1.0,3.0,3,82.0,5.49,6.89,bc-green-17-1-oc-orange-crasher,https://flowzz.com/product/bc-green-17-1-oc-orange-crasher
840,Bathera 23/1 Permanent Marker,24.2,0.1,3.7,10,145.0,7.08,9.98,bathera-23-1-permanent-marker,https://flowzz.com/product/bathera-23-1-permanent-marker
839,Wellford Aquaponic 26/1 QSG Queen SanG,26.0,1.0,4.35,17,,9.99,9.99,wellford-aquaponic-26-1-qsg-queen-sang,https://flowzz.com/product/wellford-aquaponic-26-1-qsg-queen-sang
838,PureCan Cooki3 S 25/1 Ginger Cookies,25.0,1.0,4.25,12,242.0,,,cookies-b4nana-25-1-girl-scout-cookies,https://flowzz.com/product/cookies-b4nana-25-1-girl-scout-cookies
837,Cannabistada 22/1 WAP Wappa,22.0,1.0,0.0,0,22.0,9.99,13.99,cannabistada-22-1-wap-wappa,https://flowzz.com/product/cannabistada-22-1-wap-wappa
836,Remexian 30/1 PRT MTP Mokum's Tulip,30.0,1.0,4.0,33,,5.99,11.16,remexian-prt-30-1-mokums-tulip,https://flowzz.com/product/remexian-prt-30-1-mokums-tulip
835,Roxton Air FC PT 25/1 Frosted Cookies,25.0,0.1,2.0,3,37.0,,,roxton-air-fc-pt-frosted-cookies,https://flowzz.com/product/roxton-air-fc-pt-frosted-cookies
834,Nimbus easy 26/1 La Sage,26.0,0.5,3.92,11,,8.98,9.98,nimbus-easy-26-1-la-sage,https://flowzz.com/product/nimbus-easy-26-1-la-sage
833,Canify Cannabis flos 22/1 UY Ku. Gorilla Glue 4,22.0,0.1,3.5,2,176.0,,,canify-flos-22-1-gg-gorilla-glue-4,https://flowzz.com/product/canify-flos-22-1-gg-gorilla-glue-4
832,IMC THC20 T06 Black Russian,20.0,0.1,4.0,1,68.0,,,imc-thc20-t06-black-russian,https://flowzz.com/product/imc-thc20-t06-black-russian
831,Canify Cannabis flos 18/1 UY Ku. Big Buddha,18.0,1.0,3.93,17,,5.69,7.49,canify-cannabis-flos-18-1-uy-ku-big-buddha,https://flowzz.com/product/canify-cannabis-flos-18-1-uy-ku-big-buddha
830,Demecan Craft Dosidos 24/1 Do-Si-Dos,25.8,0.3,3.14,7,83.0,10.98,14.0,demecan-craft-dosidos-24-1-do-si-dos,https://flowzz.com/product/demecan-craft-dosidos-24-1-do-si-dos
829,Wellford Aquaponic 23/1 PIK Pink Kush,23.0,1.0,4.42,17,,,,wellford-23-1-pik-pink-kush,https://flowzz.com/product/wellford-23-1-pik-pink-kush
828,Wellford Aquaponic 23/1 COP Critical Orange Punch,23.0,1.0,3.93,14,222.0,9.99,9.99,wellford-23-1-cop-critical-orange-punch,https://flowzz.com/product/wellford-23-1-cop-critical-orange-punch
827,Curaleaf Natural 22/1 PT WPT Wedding Pop Triangle,22.0,1.0,3.63,8,,6.88,7.5,curaleaf-natural-22-1-pt-wpt-wedding-pop-triangle,https://flowzz.com/product/curaleaf-natural-22-1-pt-wpt-wedding-pop-triangle
826,Bathera 21/1 ZS Z-Splitter,21.0,1.0,3.96,17,,,,bathera-21-1-z-splitter,https://flowzz.com/product/bathera-21-1-z-splitter
825,420 Evolution 20/1 CA MAC,20.0,0.9,0.0,0,,5.99,11.5,420-evolution-20-1-ca-mac-mac-1,https://flowzz.com/product/420-evolution-20-1-ca-mac-mac-1
824,NICE KW 24/1 Kirkwood White,25.0,0.1,4.31,16,,,,nice-kw-24-1-kirkwood-white,https://flowzz.com/product/nice-kw-24-1-kirkwood-white
823,IMC GO THC23 Jokerz #53,22.6,1.0,3.45,9,135.0,,,imc-go-thc23-jokerz-53,https://flowzz.com/product/imc-go-thc23-jokerz-53
822,IMC GL41 THC20 Gelato 41,20.0,1.0,3.7,10,196.0,,,imc-gl41-thc20-gelato-41,https://flowzz.com/product/imc-gl41-thc20-gelato-41
821,IMC TB THC24 Tropicana Banana,23.2,1.0,4.2,5,166.0,,,imc-tb-thc24-tropicana-banana,https://flowzz.com/product/imc-tb-thc24-tropicana-banana
820,enua 22/1 GPP CA Gelly Popper,22.0,1.0,4.35,20,325.0,7.3,12.5,enua-22-1-gpp-ca-gelly-popper,https://flowzz.com/product/enua-22-1-gpp-ca-gelly-popper
819,Cannamedical Indica Light URY Dawg Bud Fusion,16.0,1.0,4.5,2,,,,cannamedical-indica-light-ury-dawg-bud-fusion,https://flowzz.com/product/cannamedical-indica-light-ury-dawg-bud-fusion
818,Cannamedical Indica Classic URY Cheddar Skunk,18.5,1.0,3.9,30,341.0,6.24,6.24,cannamedical-indica-classic-ury-cheddar-skunk,https://flowzz.com/product/cannamedical-indica-classic-ury-cheddar-skunk
817,Peace Naturals 29/1 GC GMO Cookies,29.0,0.1,4.0,3,,7.35,15.45,peace-naturals-29-1-gc-gmo-cookies,https://flowzz.com/product/peace-naturals-29-1-gc-gmo-cookies
816,Canify Cannabis flos 23/1 PRT Ku. Strawberry Banana,23.0,0.1,2.5,4,99.0,6.5,6.85,canify-cannabis-flos-23-1-prt-ku-strawberry-banana,https://flowzz.com/product/canify-cannabis-flos-23-1-prt-ku-strawberry-banana
815,Herbasana La Santa 24:01 Passion Soda,22.4,0.1,3.83,6,,,,herbasana-la-santa-24-01-passion-soda,https://flowzz.com/product/herbasana-la-santa-24-01-passion-soda
814,Cannamedical Hybrid classic NM Critical Bilbo,20.9,0.1,0.0,0,,4.95,9.98,cannamedical-hybrid-classic-nm-critical-bilbo,https://flowzz.com/product/cannamedical-hybrid-classic-nm-critical-bilbo
813,enua 30/1 SBD CA Strawberry Diesel,30.0,0.1,5.0,1,235.0,,,enua-30-1-sbd-ca-strawberry-diesel,https://flowzz.com/product/enua-30-1-sbd-ca-strawberry-diesel
812,enua 22/1 WCK CA LA Kush Cake,23.3,1.0,4.25,52,,9.0,9.0,enua-22-1-wck-ca-la-kush-cake,https://flowzz.com/product/enua-22-1-wck-ca-la-kush-cake
811,enua 30/1 SLC CA Slurricane,32.4,0.1,3.75,44,,6.98,11.5,enua-30-1-slc-ca-slurricane,https://flowzz.com/product/enua-30-1-slc-ca-slurricane
810,Nimbus easy 26/1 French Cookies,26.0,0.9,4.0,37,,5.49,9.98,nimbus-easy-26-1-french-cookies,https://flowzz.com/product/nimbus-easy-26-1-french-cookies
809,420 Evolution 30/1 FLM CA Frozen Lemon Mints,30.0,0.1,4.36,25,494.0,8.99,14.99,420-evolution-30-1-ca-flm-frozen-lemon-mints,https://flowzz.com/product/420-evolution-30-1-ca-flm-frozen-lemon-mints
808,CNBS VV 26/1 Varnish Vapor,26.0,0.1,4.0,4,,6.27,10.99,cnbs-vv-26-1-varnish-vapor,https://flowzz.com/product/cnbs-vv-26-1-varnish-vapor
807,Cannamedical Hybrid forte URY White Gorilla,22.3,0.1,4.38,8,151.0,,,cannamedical-hybrid-forte-ury-white-gorilla,https://flowzz.com/product/cannamedical-hybrid-forte-ury-white-gorilla
806,LOT 420 LEM PT Lemonatti,28.0,0.2,4.53,32,,,,lot-420-lem-pt,https://flowzz.com/product/lot-420-lem-pt
805,Bathera 23/1 GF Garlic Funk,22.8,0.1,3.47,15,137.0,,,bathera-23-1-gf-garlic-funk,https://flowzz.com/product/bathera-23-1-gf-garlic-funk
804,LOT 420 GLT PT Gelato 33,25.0,0.1,3.54,26,,7.94,11.49,lot-420-glt-pt-gelato-33,https://flowzz.com/product/lot-420-glt-pt-gelato-33
803,Cannamedical Hybrid Classic Blueberry Headband,19.5,1.0,4.31,26,,7.79,12.0,cannamedical-hybrid-classic-blueberry-headband,https://flowzz.com/product/cannamedical-hybrid-classic-blueberry-headband
802,420 Evolution 33/1 CA PCH Peach Chementine,33.0,0.9,3.48,27,,8.99,15.5,420-evolution-33-1-ca-peach-chementine,https://flowzz.com/product/420-evolution-33-1-ca-peach-chementine
801,420 Evolution 25/1 CA PLD Plum Driver,25.0,0.1,4.25,12,287.0,7.97,10.99,420-evolution-25-1-ca-pld-plum-driver,https://flowzz.com/product/420-evolution-25-1-ca-pld-plum-driver
800,Pedanios 27/1 BLY-CA Black Jelly,27.0,1.0,4.05,19,416.0,6.69,14.28,pedanios-27-1-bly-ca-black-jelly,https://flowzz.com/product/pedanios-27-1-bly-ca-black-jelly
799,Khiron LBO 24/1 Lemon Berry OG,24.0,1.0,4.0,7,,6.6,11.78,khiron-lbo-24-1-lemon-berry-og,https://flowzz.com/product/khiron-lbo-24-1-lemon-berry-og
798,Khiron SCD 25/1 Sour Chocolate Diesel,25.0,1.0,3.17,6,,6.49,12.33,khiron-scd-25-1-sour-chocolate-diesel,https://flowzz.com/product/khiron-scd-25-1-sour-chocolate-diesel
797,LOT 420 AB PT Apples & Bananas,26.9,0.1,3.25,4,,,,lot-420-ab-pt-apples-bananas,https://flowzz.com/product/lot-420-ab-pt-apples-bananas
796,Remexian 16/1 White Widow,16.0,1.0,3.75,12,200.0,6.98,6.98,remexian-16-1-white-widow,https://flowzz.com/product/remexian-16-1-white-widow
795,Cookies 22/1 A&B Apples & Bananas,22.0,1.0,3.21,24,,5.99,9.19,cookies-22-1-a-and-b-apples-and-bananas,https://flowzz.com/product/cookies-22-1-a-and-b-apples-and-bananas
794,enua 25/1 HWB CA Head with Bang,24.92,1.0,4.11,9,,6.95,12.0,enua-25-1-hwb-ca-head-with-bang,https://flowzz.com/product/enua-25-1-hwb-ca-head-with-bang
793,420 Sungrown 22/1 CA LLY Legendary Larry,22.0,1.0,3.2,10,,8.5,9.95,420-sungrown-22-1-ca-lly-legendary-larry,https://flowzz.com/product/420-sungrown-22-1-ca-lly-legendary-larry
792,enua 27/1 TIB CA Tickle Burger,27.0,1.0,4.2,10,,,,enua-27-1-tib-ca-tickle-burger,https://flowzz.com/product/enua-27-1-tib-ca-tickle-burger
791,Beacon GO T23 Galactica OG,23.0,1.0,3.73,11,,5.99,6.49,beacon-go-t23-galactica-og,https://flowzz.com/product/beacon-go-t23-galactica-og
790,420 Sungrown 25/1 CA ZRP Zour Apple,25.0,1.0,3.5,10,,5.62,11.6,420-sungrown-25-1-ca-zrp,https://flowzz.com/product/420-sungrown-25-1-ca-zrp
788,Tilray THC 18 Spotlight Porto Sirius,18.0,1.0,1.0,2,,3.9,7.29,tilray-thc18-spotlight-porto-sirius-sirius,https://flowzz.com/product/tilray-thc18-spotlight-porto-sirius-sirius
789,Tilray THC 25 Spotlight Porto Gorilla Glue,25.0,0.9,0.0,0,,,,tilray-thc-25-spotlight-porto-gorilla-glue-gorilla-glue,https://flowzz.com/product/tilray-thc-25-spotlight-porto-gorilla-glue-gorilla-glue
787,Tilray THC 18 Spotlight Porto Jack Herer,18.0,0.9,3.5,4,,7.99,7.99,tilray-thc-18-spotlight-porto-jack-herer-jack-herer,https://flowzz.com/product/tilray-thc-18-spotlight-porto-jack-herer-jack-herer
786,Beacon BT T18 Black Triangle,18.0,0.1,4.75,4,,,,beacon-bt-t18-black-triangle,https://flowzz.com/product/beacon-bt-t18-black-triangle
785,enua 20/1 JFG CA Jet Fuel Gelato,20.0,0.1,3.47,25,,4.75,10.0,enua-20-1-jfg-ca,https://flowzz.com/product/enua-20-1-jfg-ca
784,Remexian 24/1 VLI Vanilla Ice Cream,22.5,1.0,3.8,5,,9.5,9.5,remexian-24-1-vli-vanilla-ice-cream,https://flowzz.com/product/remexian-24-1-vli-vanilla-ice-cream
783,Remexian 30/1 BNM Bananimal,28.1,0.1,2.5,2,,8.99,8.99,remexian-30-1-bnm-bananimal,https://flowzz.com/product/remexian-30-1-bnm-bananimal
782,Cannamedical CM 24/1 OG Kush,23.4,1.0,3.62,13,,6.55,8.45,cannamedical-cm-24-1-og-kush,https://flowzz.com/product/cannamedical-cm-24-1-og-kush
781,Cannamedical CM 24/1 BRY Strawberry OG,24.7,1.0,3.85,7,,6.74,11.95,cannamedical-cm-24-1-bry-strawberry-og,https://flowzz.com/product/cannamedical-cm-24-1-bry-strawberry-og
780,Demecan MC Regular Drop 27/1 Glitter Pop Bomb,25.0,1.0,3.8,5,,11.95,12.98,demecan-mc-regular-drop-27-1-glitter-pop-bomb,https://flowzz.com/product/demecan-mc-regular-drop-27-1-glitter-pop-bomb
779,Green Karat PV PT Pavé S1,30.5,0.1,4.27,11,,,,green-karat-pv-pt-pave-s1,https://flowzz.com/product/green-karat-pv-pt-pave-s1
778,Demecan Craft Marker 28/1 MM#2 Magic Marker #2,29.2,0.3,4.23,13,,11.0,12.98,craft-marker-28-1-mm2-magic-marker-2,https://flowzz.com/product/craft-marker-28-1-mm2-magic-marker-2
777,enua 22/1 AFSC CA Animal Face Sherb Crasher,22.0,1.0,3.71,14,,4.9,10.0,enua-22-1-afsc-ca-animal-face-sherb-crasher,https://flowzz.com/product/enua-22-1-afsc-ca-animal-face-sherb-crasher
775,Sibanax GMO Zkittlez 19/1,19.0,0.1,3.71,17,,,,sibanax-gmo-zkittlez-19-1,https://flowzz.com/product/sibanax-gmo-zkittlez-19-1
776,Sibanax Crescendo Cookies 19/1,19.0,1.0,4.27,19,,,,sibanax-crescendo-cookies-19-1,https://flowzz.com/product/sibanax-crescendo-cookies-19-1
774,420 Compound 25/1 CA RGR Rose Gold Runtz,25.0,1.0,3.83,23,,6.95,13.4,420-compound-25-1-ca-rgr-rose-gold-runtz,https://flowzz.com/product/420-compound-25-1-ca-rgr-rose-gold-runtz
773,All Nations MD PT Mac Daddy,23.9,0.1,4.0,6,,7.15,7.15,all-nations-md-pt-mac-daddy,https://flowzz.com/product/all-nations-md-pt-mac-daddy
772,Tilray THC 22 Spotlight Porto Gorilla Glue,22.0,0.9,1.8,5,,5.95,12.5,tilray-thc-22-spotlight-porto-gorilla-glue-gorilla-glue,https://flowzz.com/product/tilray-thc-22-spotlight-porto-gorilla-glue-gorilla-glue
771,Canify 23/1 Frosted Lemon Angel,23.0,0.9,0.0,0,,,,canify-23-1-frosted-lemon-angel,https://flowzz.com/product/canify-23-1-frosted-lemon-angel
770,MV RNTZ Detroit Runtz,23.1,0.1,4.22,9,,6.94,14.73,mv-rntz-detroit-runtz,https://flowzz.com/product/mv-rntz-detroit-runtz
769,LOT 420 MLND PT Melonade,20.8,0.1,4.3,13,,9.49,9.49,lot-420-mlnd-pt-melonade,https://flowzz.com/product/lot-420-mlnd-pt-melonade
768,MV RBP Rainbow Pie,26.8,0.1,4.27,11,,,,mv-rbp-rainbow-pie,https://flowzz.com/product/mv-rbp-rainbow-pie
767,avaay 24/1 Simple CRE Creamy Kee's,24.0,1.0,4.36,11,,7.99,9.98,avaay-24-1-cre-creamy-kees,https://flowzz.com/product/avaay-24-1-cre-creamy-kees
766,Bathera 28/1 Velvet Glove,28.0,1.0,3.8,24,,,,bathera-28-1-velvet-glove,https://flowzz.com/product/bathera-28-1-velvet-glove
